index,price,area,renttype,floor,community,longtitude,latitude,bedroom,bathroom,livingroom
84,3700,77,not share,13,bei jun jia yuan ,116.283948,40.204033,2,1,1
85,3800,71,not share,6,song lin zhuang ,116.400081,39.824166,2,1,1
86,5200,50,not share,6,she hui fu li yuan jia shu lou ,116.351353,40.033011,2,1,1
87,4800,80,not share,6,ji chang nan lu dong li ,116.60200800000001,40.055731,2,1,2
88,4000,57,not share,14,yuan yang yi fang run yuan 6 hao yuan ,116.598836,39.907647,1,1,1
89,3900,42,not share,14,ming tian sheng huo guan ,116.42015400000001,40.056616999999996,1,1,0
90,5900,52,not share,28,xuan te jia yuan yi qi ,116.51318799999999,39.934977,1,1,1
91,5800,34,not share,12,qian men dong da jie ,116.412489,39.906815,1,1,0
92,4600,51,not share,24,nan xin yuan ,116.481385,39.874867,1,1,1
93,3600,81,not share,19,dong ya rui jing yuan ,116.54933700000001,39.749911,2,1,1
94,4500,42,not share,6,lu chang jie tou tiao 19 hao yuan ,116.39623799999998,39.888063,1,1,1
95,2200,62,not share,6,san jia dian si ju ,116.12449,39.957412,2,1,1
96,5900,46,not share,18,hou xian dai cheng B qu ,116.49094699999999,39.905555,1,1,0
97,3300,50,not share,14,rui gong guan ,116.324959,39.694362,3,2,0
98,5200,46,not share,10,cui wei lu 16 hao yuan ,116.309696,39.916548999999996,1,1,1
99,3400,55,not share,12,xing cheng li yuan ,116.32310600000001,39.760977000000004,1,1,1
100,5200,40,not share,6,shi li pu dong li ,116.514137,39.924115,1,1,1
101,3000,91,not share,6,tai he yi yuan ,116.65471299999999,40.185553000000006,3,1,1
102,2800,63,not share,11,tai he yi yuan ,116.65471299999999,40.185553000000006,1,1,1
103,5600,54,not share,10,zi you ji ,116.443634,39.896029999999996,1,1,0
104,3300,105,not share,6,si hai gong yu ,116.703713,39.95821,3,1,2
105,5000,59,not share,6,song yu xi li ,116.47068300000001,39.87738,2,1,1
106,5000,46,not share,6,song yu xi li ,116.47068300000001,39.87738,1,1,1
107,5200,55,not share,19,jin yu ke le ,116.583271,39.909271999999994,1,1,0
108,3000,104,not share,14,tai wu shi yin xiang ,116.848832,39.804826,3,1,2
109,3300,60,not share,6,yu qiao bei li ,116.68852700000001,39.899167999999996,2,1,1
110,3700,15,not share,16,wan quan he 62 hao yuan ,116.30926799999999,39.979082,1,1,1
111,6000,91,not share,18,fu li you yi cheng C qu ,116.565026,39.853112,2,1,1
112,3700,50,not share,5,lao shan xi li ,116.223169,39.914937,2,1,1
113,3300,60,not share,6,tao yuan li ,116.430527,39.800948999999996,2,1,1
114,3500,54,not share,10,bo ke yuan ,116.69674199999999,39.903498,2,1,1
115,5000,39,not share,22,zhuan jiao lou nan li ,116.437968,39.959943,1,1,1
116,4200,58,not share,6,gu cheng nan lu ,116.196272,39.915185,2,1,1
117,4300,72,not share,19,zhong xin xin cheng liang xian qu ,116.49388400000001,39.790329,2,1,1
118,3600,56,not share,6,ke yan lou ,116.17404599999999,39.939157,2,1,1
119,5600,90,not share,6,lv ying jia yuan A qu ,116.475407,39.852043,2,1,1
120,3000,87,not share,6,ying xi jia yuan ,116.69336000000001,39.879708,2,1,1
121,4000,49,not share,18,hua run xiao qu ,116.40036299999998,39.85913,1,1,1
122,4000,42,not share,15,dong yi shi qu ,116.612765,39.905006,1,1,0
123,5300,34,not share,12,wu yue hua ting ,116.37536599999999,39.958063,1,1,0
124,5000,34,not share,12,lv jing yuan ,116.44504199999999,39.894679,1,1,0
125,4000,35,not share,6,gan lu jia yuan ,116.521561,39.923289000000004,1,1,1
126,5800,58,not share,6,yong ding lu 1 hao yuan ,116.270772,39.931256,2,1,1
127,5200,43,not share,4,chun feng hu tong she qu ,116.371997,39.890246000000005,1,1,1
128,5200,34,not share,5,che gong zhuang bei li ,116.35343400000001,39.940290999999995,1,1,1
129,5300,62,not share,6,chang xiu jia yuan ,116.337434,40.060932,2,1,1
130,3800,51,not share,6,guan zhuang xi li ,116.594761,39.921447,1,1,1
131,4900,49,not share,6,xi da wang lu jia 27 hao yuan ,116.484172,39.889913,1,1,1
132,5800,63,not share,6,nan ping li ,116.60503500000002,40.051164,2,1,1
133,3600,59,not share,6,nan ping li ,116.60503500000002,40.051164,2,1,1
134,6000,54,not share,16,wan shou lu jia 15 hao yuan si qu ,116.296625,39.925118,1,1,1
135,3000,53,not share,7,jin yu zi you zhu ,116.70368899999998,39.881771,2,1,0
136,2900,46,not share,15,xuan li fang ,116.61918,40.122423,2,1,0
137,5100,44,not share,16,nong guang nan li ,116.468902,39.882519,1,1,1
138,5600,57,not share,6,hong lian bei li ,116.34063300000001,39.891697,2,1,1
139,2300,44,not share,9,gao jia yuan er lu 2 hao yuan ,116.10734099999999,39.937025,1,1,0
140,3100,65,not share,6,gao jing ,116.145679,39.945014,2,1,1
141,5500,84,not share,24,lv dao yuan xi qu ,116.55306100000001,39.923838,2,1,1
142,4200,59,not share,6,mo shi kou nan li ,116.16711200000002,39.936388,2,1,1
143,3300,60,not share,7,fu qiang dong li ,116.346733,39.74576,2,1,1
144,5300,65,not share,6,ge xin li 24 hao yuan ,116.403101,39.873622,2,1,1
145,6000,71,not share,10,fang yi yuan ,116.2698696918,40.051989694454,2,1,1
146,4300,52,not share,8,ting tao ya yuan ,116.49725600000001,39.804081,1,1,1
147,5900,81,not share,10,fang yi yuan ,116.2698696918,40.051989694454,2,1,1
148,2800,61,not share,6,lin xiao bei li ,116.347563,39.729069,2,1,1
149,2680,55,not share,6,hua long xiao qu ,116.695201,39.934643,1,1,1
150,2600,35,not share,14,xu hui E tian di ,116.175752,39.728172,2,1,0
151,4750,30,not share,6,xi shan guo ji cheng ,116.23551100000002,39.93305,2,2,0
152,4000,51,not share,23,bei jing xiang su nan qu ,116.62206299999998,39.931519,1,1,0
153,5000,38,not share,6,he ping li san qu ,116.427002,39.962219,1,1,1
154,5000,24,not share,1,dong si shi tiao ,116.427375,39.939995,2,0,0
155,5000,48,not share,16,gao jia yuan er qu ,116.491575,39.984428,1,1,1
156,6000,90,not share,6,guan yin hui yuan ,116.527974,39.895003,2,1,1
157,5600,44,not share,18,liu fang nan li ,116.446076,39.959361,1,1,1
158,3800,80,not share,16,tian cui yang guang xin cheng ,116.1291,39.960359000000004,2,1,1
159,5200,38,not share,6,che dao gou nan li ,116.30313000000001,39.950488,1,1,1
160,5800,44,not share,5,nan shui guan ,116.44743600000001,39.897461,2,1,1
161,5300,44,not share,24,niu jie 18 ,116.37093700000001,39.889555,1,1,0
162,4100,42,not share,20,xi cheng yi shu ,116.206116,39.929068,1,1,0
163,4800,55,not share,15,shang xian 6 hao ,116.596558,39.926521,1,1,0
164,4800,61,not share,6,jian cai cheng dong yi li ,116.379769,40.068881,2,1,1
165,3700,74,not share,6,guan ya yuan ,116.414019,40.121777,2,1,2
166,3500,70,not share,6,jin hua li ,116.35288600000001,39.751095,2,1,1
167,5000,45,not share,4,shu guang li ,116.457117,39.971046,1,1,1
168,2600,93,not share,6,huang xin zhuang dong li ,116.156204,39.761792,2,2,1
169,4500,54,not share,23,bei jing xiang su nan qu ,116.62206299999998,39.931519,1,1,0
170,4799,60,not share,18,tai fu yuan D1 qu ,116.575771,39.927084,1,1,1
171,2500,37,not share,14,xu hui E tian di ,116.175752,39.728172,2,1,0
172,5100,70,not share,7,fu yi yuan ,116.56053100000001,39.925155,2,1,1
173,5600,46,not share,13,xi rong ge ,116.286207,39.946778,1,1,0
174,3000,50,not share,15,nan hai jia yuan san li ,116.50211999999999,39.769042999999996,1,1,1
175,6000,48,not share,7,qing hua dong lu 27 hao yuan ,116.35681699999999,40.007497,1,1,1
176,3000,76,not share,25,he sheng shi jie cun ,116.551782,39.742837,2,1,0
177,4500,56,not share,18,zheng yang jia yuan ,116.39111299999999,39.862613,1,1,1
178,3000,63,not share,16,mo shi kou nan li ,116.16711200000002,39.936388,1,1,1
179,5000,73,not share,6,song yu xi li ,116.47068300000001,39.87738,2,1,1
180,3300,83,not share,6,guan yin si xiao qu ,116.354548,39.733154,3,1,1
181,4300,59,not share,6,wei yuan ,116.26973000000001,39.901123,2,1,1
182,2500,82,not share,10,zhong mei cheng ,116.32923500000001,39.637547,2,1,1
183,4600,72,not share,6,fu feng lu 8 hao yuan ,116.28546499999999,39.841413,2,1,1
184,6000,75,not share,29,bei hua yuan xiao qu ,116.555777,39.910745,2,1,1
185,4300,52,not share,29,bei hua yuan xiao qu ,116.555777,39.910745,1,1,0
186,5000,50,not share,6,yong ding men dong jie xi li ,116.41008899999999,39.879705,2,1,1
187,6000,53,not share,18,lv jing yuan ,116.44504199999999,39.894679,1,1,1
188,5200,51,not share,5,nan wei lu 2 hao yuan ,116.402217,39.884746,2,1,1
189,6000,63,not share,6,ju yuan ,116.29640800000001,40.039756,2,1,1
190,5600,50,not share,6,zhi qiang yuan ,116.375551,39.960432,1,1,1
191,5600,55,not share,6,shi li pu bei qu ,116.509699,39.937474,2,1,1
192,3150,27,not share,9,xu hui 26 jie qu ,116.61816499999999,40.128397,1,1,1
193,5000,48,not share,6,en ji li xiao qu ,116.291418,39.937340999999996,1,1,1
194,5000,61,not share,5,shui li ju yi chu su she ,116.33439399999999,40.055045,2,1,1
195,2500,71,not share,18,bei jie jia yuan ba qu ,116.265774,40.170928,1,1,0
196,5000,36,not share,6,hong miao bei li ,116.48694099999999,39.927021999999994,1,1,1
197,3500,76,not share,6,yong shun nan jie 308 hao yuan ,116.64962,39.919206,2,1,1
198,4200,59,not share,6,guang de yuan ,116.49033899999999,39.804621000000004,1,1,1
199,3600,70,not share,6,wan yuan dong li ,116.43440700000001,39.806898,2,1,1
200,5800,96,not share,6,guan yin jing yuan er qi ,116.52726100000001,39.893596,2,1,1
201,5600,37,not share,5,zhi qiang bei yuan ,116.372382,39.958962,1,1,1
202,5800,41,not share,6,xi bian men xi li ,116.35881,39.905008,1,1,1
203,4000,58,not share,16,mo shi kou dong li ,116.17517,39.940346000000005,2,1,1
204,4700,96,not share,7,wen quan dong li ,116.613895,39.894341,2,1,1
205,5700,40,not share,6,dong zong bu hu tong ,116.43746499999999,39.918288000000004,1,1,1
206,3300,76,not share,25,he sheng shi jie cun ,116.551782,39.742837,1,1,0
207,3000,28,not share,11,lan xing hua yuan ,116.56038899999999,40.094933000000005,1,1,0
208,3000,59,not share,6,guang ning cun ,116.150668,39.936615,2,1,1
209,2600,75,not share,6,xi lu yuan san li ,116.141006,39.741613,2,1,1
210,3500,89,not share,6,an shun lu 35 hao yuan ,116.663054,39.941047999999995,2,1,1
211,5200,68,not share,7,fu yi yuan ,116.56053100000001,39.925155,2,1,1
212,3100,97,not share,6,shi yuan dong yuan ,116.673369,40.111803,2,1,1
213,2600,84,not share,6,shou de huan xi gu ,116.4104,39.712165999999996,2,1,1
214,3500,25,not share,7,jing an yuan ,116.452638,39.959063,1,1,1
215,4000,43,not share,14,ming tian sheng huo guan ,116.42015400000001,40.056616999999996,1,1,0
216,6000,63,not share,6,tian shui yuan bei li ,116.488454,39.934583,2,1,1
217,4600,31,not share,12,lv jing yuan ,116.44504199999999,39.894679,1,1,0
218,4900,37,not share,23,zhong hai cheng zi xin ge ,116.45413500000001,39.850772,1,1,0
219,2600,86,not share,6,xiao xi zhuang xiao qu ,116.17675600000001,39.7506,2,1,1
220,4500,40,not share,9,ping yuan li xiao qu ,116.37913,39.887761,1,1,0
221,4200,37,not share,20,cha mao guo ji zhong xin ,116.335357,39.888221,1,1,0
222,5000,82,not share,6,shuang hui xiao qu ,116.581295,39.910614,3,2,1
223,6000,49,not share,12,cui wei zhong li ,116.304768,39.92028,1,1,1
224,3300,77,not share,16,guo rui xi shu ,116.46788400000001,40.122664,2,1,1
225,5500,54,not share,3,bei hu qu ,116.454314,40.015306,2,1,1
226,4800,53,not share,6,lv ying jia yuan C qu ,116.473336,39.847814,1,1,1
227,5500,65,not share,18,n ci fang ,116.42940800000001,40.058659000000006,2,1,0
228,5600,40,not share,5,fu xing lu 61 hao yuan ,116.299198,39.915465000000005,1,1,1
229,2800,50,not share,5,yan shan shui ni chang ,116.185304,39.899217,2,1,1
230,5400,49,not share,16,jian gong nan li ,116.35931599999999,39.882762,1,1,1
231,5100,46,not share,13,xi rong ge ,116.286207,39.946778,1,1,0
232,5500,41,not share,5,qing nian hu bei li ,116.411359,39.964549,1,1,1
233,5200,51,not share,6,shi li pu dong li ,116.514137,39.924115,2,1,1
234,3800,50,not share,5,bei da de si li ,116.29031100000002,39.864740999999995,2,1,1
235,5400,46,not share,6,yan jing li zhong jie ,116.490847,39.922546999999994,2,1,1
236,6200,58,not share,16,xi ying fang ,116.40968799999999,39.958188,1,1,1
237,3500,53,not share,9,da fang ju ,116.63734,39.88191,1,1,1
238,3600,90,not share,22,da fang ju ,116.63734,39.88191,2,1,1
239,3800,35,not share,18,guo yuan xiao qu ,116.401974,39.86299,1,1,0
240,5900,50,not share,6,xiao huang zhuang er qu ,116.417993,39.970746999999996,1,1,1
241,4100,60,not share,5,shuang qiao liu hao jing ,116.610993,39.895821999999995,2,1,1
242,5700,55,not share,28,hua mao cheng ,116.4388,40.054941,1,1,1
243,4400,45,not share,24,ming yue jia yuan ,116.37220900000001,39.848945,1,1,0
244,3500,71,not share,6,tong xing yuan ,116.37017900000001,39.804033000000004,2,1,1
245,5500,65,not share,13,n ci fang ,116.42940800000001,40.058659000000006,2,1,0
246,4600,50,not share,6,cai hu ying jia 86 hao yuan ,116.35259199999999,39.876309,2,1,1
247,3600,57,not share,5,san jiao de ,116.420125,39.812018,2,1,0
248,5900,46,not share,18,an hua li she qu ,116.41155400000001,39.971886,1,1,1
249,5300,62,not share,6,chun shu guan jie 35 hao yuan ,116.352791,39.889814,2,1,1
250,2600,48,not share,9,zhong guo tie jian shun xin hui ,116.671838,40.093026,1,1,1
251,3800,77,not share,6,xin yue jia yuan ,116.23536599999998,40.216037,2,1,1
252,3500,81,not share,6,bei ya hua yuan ,116.42841100000001,40.135622999999995,2,1,1
253,4200,44,not share,6,yong le dong qu ,116.23913200000001,39.906502,1,1,1
254,2100,90,not share,7,bei jing cheng jian bei jing mi ma ,116.404278,39.688424,3,1,0
255,5900,70,not share,11,bo lin ai le san qi ,116.59503000000001,39.92974,1,1,1
256,6000,81,not share,11,yu hai yuan er li ,116.260421,39.927665000000005,2,1,1
257,3000,37,not share,6,yang guang xing yuan ,116.377536,39.799960999999996,1,1,0
258,4500,50,not share,6,da jing nan li ,116.27956299999998,39.87259,2,1,1
259,4700,43,not share,7,hong lian nan li ,116.34067399999999,39.884851,1,1,1
260,5600,58,not share,12,dang dai cheng shi jia yuan ,116.325617,40.049465999999995,1,1,0
261,5100,55,not share,6,jian cai cheng dong er li ,116.38153100000001,40.069853,2,1,1
262,3500,70,not share,6,de mao xiao qu ,116.44010300000001,39.787865000000004,2,1,1
263,5500,85,not share,6,jian xi yuan bei li ,116.214924,39.927902,2,1,1
264,3200,57,not share,6,jian xin nan qu ,116.65976599999999,40.128078,2,1,1
265,4200,90,not share,6,xi hong yuan ,116.38601100000001,39.806863,2,1,1
266,4300,55,not share,6,ba jiao bei lu ,116.203052,39.921408,2,1,1
267,5500,82,not share,6,ju shan xin yuan ,116.23316899999999,39.949073,2,1,1
268,4300,26,not share,28,shi ji jin se jia yuan ,116.378344,39.875262,1,1,0
269,3600,66,not share,6,ming jia hua yuan san qu ,116.425304,40.112553000000005,1,1,1
270,5200,71,not share,22,shuang he jia yuan ,116.53303100000001,39.861307000000004,1,1,1
271,5400,47,not share,16,an wai da jie ,116.414549,39.972390000000004,1,1,1
272,4700,38,not share,16,tian tian chao yang ,116.51608700000001,39.923147,1,1,0
273,3200,58,not share,14,huo shen miao shang ye zhong xin ,116.349399,39.735448,2,1,0
274,5200,69,not share,6,dian jian nan yuan ,116.55888200000001,39.919411,2,1,1
275,4200,60,not share,6,ba jiao bei li ,116.21005,39.919736,2,1,1
276,2500,71,not share,7,bei jing cheng jian bei jing mi ma ,116.404278,39.688424,3,2,0
277,2300,57,not share,7,bei jing cheng jian bei jing mi ma ,116.404278,39.688424,2,1,0
278,5000,61,not share,6,jing song liu qu ,116.45874199999999,39.886928999999995,2,1,1
279,5200,52,not share,5,gan jia kou xiao qu ,116.336244,39.932195,2,1,1
280,2600,85,not share,6,xing gong yuan er li ,116.153054,39.754816,2,1,1
281,4200,35,not share,6,liu li qiao 10 hao yuan ,116.309979,39.888606,1,1,1
282,3000,68,not share,6,jin hua yuan ,116.333593,39.722128000000005,1,1,1
283,3800,62,not share,16,mo shi kou xi li ,116.16083700000001,39.93931,1,1,1
284,4400,50,not share,13,heng da ling yu ,116.557635,39.851391,1,1,0
285,5300,62,not share,28,guan zhuang bei er li ,116.59958,39.926589,2,1,1
286,2900,54,not share,6,yan shan shui ni chang ,116.185304,39.899217,2,1,1
287,5500,44,not share,26,10AM xin zuo biao ,116.45053,39.874376,1,1,1
288,3600,64,not share,12,dang dai ming zhu ,116.67166399999999,39.895142,1,1,1
289,3000,95,not share,6,yu long er qu ,116.674322,40.12784,3,1,1
290,4800,61,not share,6,huang ping lu 8 hao yuan ,116.354472,40.069962,2,1,1
291,6000,74,not share,6,shuang liu xin ju ,116.590392,39.912546,2,1,1
292,5800,55,not share,6,fu xing lu 79 hao yuan ,116.277469,39.915102000000005,2,1,1
293,6000,49,not share,12,cui wei zhong li ,116.304768,39.92028,1,1,0
294,3300,83,not share,6,tao hua dao ,116.665897,39.873868,2,1,1
295,3600,46,not share,8,3G mu lan ,116.440281,39.853629,1,1,0
296,5900,85,not share,27,tai fu yuan D3 qu ,116.578303,39.927434999999996,2,1,1
297,3200,10,not share,6,dao xiang yuan jia ,116.31043700000001,39.989442,1,1,0
298,4300,50,not share,18,yong le dong qu ,116.23913200000001,39.906502,1,1,1
299,3500,61,not share,6,yong shun 35 hao yuan ,116.659927,39.918943,2,1,1
0,5700,56,not share,6,ya zi qiao 43 hao yuan ,116.3531,39.879839000000004,3,1,1
1,5000,60,not share,4,xi liu zhuan wa chang jia shu lou ,116.23714199999999,40.056945,2,1,1
2,4000,38,not share,21,dong ya shang bei zhong xin ,116.347998,40.087773,1,1,0
3,3500,135,not share,5,hua yuan he shu ,116.40793400000001,39.709971,3,2,2
4,3300,50,not share,6,wan yuan dong li ,116.43440700000001,39.806898,1,1,0
5,2600,85,not share,4,zong zheng zhi bu liang xiang gan xiu suo ,116.143698,39.737569,2,1,1
6,2600,39,not share,14,xu hui E tian di ,116.175752,39.728172,2,1,0
7,3900,94,not share,6,wu ai tun xi jie ,116.38304699999999,39.806113,2,1,2
8,3800,112,not share,6,ta ran jia yuan ,116.24283600000001,40.204941999999996,2,2,2
9,2600,58,not share,14,jia zhou shui jun si qi ,116.16608000000001,39.771077000000005,1,1,1
10,3500,61,not share,6,lv se zhuang yuan ,116.361148,39.722439,1,1,1
11,3400,58,not share,12,jing yi tian lang ,116.69339599999999,39.89669,1,1,1
12,2500,51,not share,6,hao zhuang jia yuan dong qu ,116.21872900000001,40.221509000000005,1,1,1
13,3200,58,not share,5,bei huan li xiao qu ,116.233676,40.231784999999995,2,1,1
14,5200,41,not share,6,he ping li wu qu ,116.42691200000002,39.960778999999995,1,1,1
15,5800,39,not share,21,da cheng guo ji ,116.49954,39.904937,1,1,0
16,3000,48,not share,9,zhong guo tie jian shun xin hui ,116.671838,40.093026,2,1,0
17,5300,44,not share,6,he ping jie shi san qu ,116.432809,39.968579999999996,1,1,1
18,4500,67,not share,6,shang dong shang ceng ,116.55656699999999,39.952006,1,1,1
19,4000,107,not share,6,xin hai bei li ,116.54798600000001,39.763889,3,1,2
20,6000,58,not share,6,guang qu men wai da jie 6 hao yuan ,116.46561100000001,39.897805,2,1,2
21,3900,48,not share,7,xi ge xin li 108 hao yuan ,116.39803300000001,39.872301,1,1,1
22,6000,46,not share,18,hou xian dai cheng A qu ,116.493794,39.905756,1,1,0
23,5500,55,not share,10,fang yi yuan ,116.2698696918,40.051989694454,1,1,1
24,5900,71,not share,10,fang yi yuan ,116.2698696918,40.051989694454,2,1,1
25,5700,50,not share,10,fang yi yuan ,116.2698696918,40.051989694454,1,1,1
26,6000,46,not share,18,ming guang cun xiao qu ,116.35984099999999,39.962265,1,1,1
27,6000,71,not share,10,fang yi yuan ,116.2698696918,40.051989694454,2,1,1
28,2500,43,not share,5,wei ye jia yuan xi li ,116.16711000000001,39.738534,2,1,1
29,2400,40,not share,10,fang shan chao ji feng chao ,116.12928899999999,39.723603000000004,2,1,0
30,3300,70,not share,6,ming jia hua yuan san qu ,116.425304,40.112553000000005,1,1,1
31,4500,85,not share,6,jun tang hao yuan ,116.510807,39.850149,2,1,1
32,3500,68,not share,5,zhong cang xiao qu ,116.670345,39.912244,2,1,1
33,3500,41,not share,6,wan ke tian di ,116.32213700000001,39.718359,3,1,0
34,3200,105,not share,6,si hai gong yu ,116.703713,39.95821,3,1,2
35,5500,70,not share,18,pan jia yuan xiao qu ,116.454903,39.882809,2,1,1
36,4500,37,not share,23,chang ying gong yuan zi you pai ,116.602773,39.928115999999996,1,1,0
37,5300,55,not share,6,yong tai zhuang jia 6 hao yuan ,116.35853600000002,40.038507,2,1,1
38,2000,33,not share,17,xiang yue si ji ,116.66592299999999,40.186753,1,1,0
39,6000,48,not share,11,xin ao yang fang ,116.41654299999999,39.869811,1,1,0
40,3700,55,not share,6,shuang qiao liu hao jing ,116.610993,39.895821999999995,2,1,1
41,2300,71,not share,6,hua yuan xiang xiao qu ,116.159825,39.747289,2,1,1
42,5500,48,not share,24,cui wei bei li ,116.305255,39.922671,1,1,1
43,4500,37,not share,23,chang ying gong yuan zi you pai ,116.602773,39.928115999999996,1,1,0
44,5800,57,not share,23,chang ying gong yuan zi you pai ,116.602773,39.928115999999996,1,1,0
45,3800,58,not share,6,xin cun yi li ,116.31106399999999,39.846297,2,1,1
46,5800,55,not share,28,hua mao cheng ,116.4388,40.054941,1,1,0
47,5400,55,not share,28,hua mao cheng ,116.4388,40.054941,1,1,0
48,5500,58,not share,6,zuo jia zhuang ,116.45188999999999,39.958982,2,1,1
49,2800,20,not share,26,fang cheng yuan yi qu ,116.441442,39.875518,3,2,1
50,3800,48,not share,6,xiao tun lu 8 hao yuan ,116.26136899999999,39.898406,1,1,1
51,6000,67,not share,13,n ci fang ,116.42940800000001,40.058659000000006,2,1,0
52,2900,42,not share,5,huang cun xi li ,116.340971,39.741186,1,1,1
53,6000,60,not share,6,dong xin yuan ,116.29590900000001,40.047888,2,1,1
54,3900,36,not share,5,shao yao ju 5 hao yuan ,116.43831499999999,39.988246000000004,3,1,1
55,3200,76,not share,11,tai he yi yuan ,116.65471299999999,40.185553000000006,2,1,1
56,5500,55,not share,10,zi you ji ,116.443634,39.896029999999996,1,1,0
57,6000,86,not share,6,tian lai xuan ,116.57337199999999,39.911217,1,1,1
58,3400,57,not share,7,ming jia hua yuan yi qu ,116.42929199999999,40.111125,1,1,1
59,2500,40,not share,11,dong ya huan qiu guo ji ,116.649965,39.8441,1,1,0
60,5900,36,not share,5,bai wan zhuang nan jie ,116.343181,39.931157,1,1,1
61,4500,34,not share,5,an hua bei li ,116.441608,39.898639,1,1,1
62,4600,54,not share,9,jing tai dong li ,116.42111799999999,39.870943,1,1,1
63,2300,48,not share,11,ban dao jin jie ,116.219353,39.759459,1,0,0
64,2500,61,not share,6,bin he xiao qu ,116.68862800000001,40.123965000000005,2,1,1
65,3200,72,not share,6,bin he xiao qu ,116.68862800000001,40.123965000000005,2,1,1
66,3000,49,not share,6,bin he xiao qu ,116.68862800000001,40.123965000000005,2,1,1
67,2600,68,not share,6,bin he xiao qu ,116.68862800000001,40.123965000000005,1,1,1
68,2600,60,not share,6,bin he xiao qu ,116.68862800000001,40.123965000000005,2,1,1
69,6000,59,not share,24,du cheng xin yu ,116.457617,39.891517,1,1,1
70,3300,52,not share,6,yun long jia yuan ,116.441424,39.813718,2,1,1
71,5000,59,not share,18,tai fu yuan D1 qu ,116.575771,39.927084,1,1,1
72,3000,57,not share,16,shi yuan nan qu ,116.66884099999999,40.113345,2,1,0
73,5150,55,not share,6,xiao hong miao ,116.34463500000001,39.887735,2,1,1
74,5600,43,not share,16,an hua xi li she qu ,116.40224199999999,39.973402,1,1,1
75,5500,56,not share,6,che zhan xi jie 13 hao yuan ,116.34815400000001,39.885631,2,1,1
76,3500,73,not share,6,fu xing bei li ,116.64964099999999,39.904554,1,1,1
77,3900,46,not share,23,shang ao shi ji zhong xin ,116.336897,40.062253999999996,1,1,0
78,4800,48,not share,6,shi fu ying xi li xiao qu ,116.505445,39.939085,1,1,1
79,5300,45,not share,13,xi rong ge ,116.286207,39.946778,1,1,0
80,5400,68,not share,7,fu yi yuan ,116.56053100000001,39.925155,2,1,1
81,3300,66,not share,6,bin he xi li ,116.34610900000001,39.756539000000004,2,1,1
82,5700,94,not share,6,fu yi yuan ,116.56053100000001,39.925155,2,1,1
83,4000,89,not share,6,wang dou xin de ,116.421842,40.119709,2,1,2
84,3800,47,not share,8,3G mu lan ,116.440281,39.853629,1,1,0
85,3500,66,not share,6,tao hua dao ,116.665897,39.873868,2,1,1
86,5600,57,not share,20,mei li fang ,116.425063,40.044097,2,1,0
87,4700,50,not share,6,ma jia bao jia 55 hao yuan ,116.387454,39.860984,2,1,1
88,3500,56,not share,6,dai cheng xiao zhen ,116.439326,39.821816,1,1,1
89,4300,56,not share,18,hai te hua yuan xiao qu ,116.19456799999999,39.938736999999996,1,1,1
90,5800,90,not share,9,yuan yang yi fang hua yu yuan ,116.606394,39.906014,2,1,1
91,2800,20,not share,5,gu cheng lu xiao qu ,116.195155,39.920866,1,1,0
92,5700,61,not share,4,guan zhuang dong li ,116.601453,39.924594,3,1,1
93,3900,83,not share,6,run jie jing dian chuang xin yuan ,116.246804,40.216685999999996,2,1,1
94,4500,65,not share,5,zhou jing da yuan ,116.590404,39.918459000000006,2,1,1
95,5600,45,not share,15,rui xin li xiao qu ,116.286484,39.936102000000005,1,1,1
96,6000,69,not share,5,ya ao guan dian ,116.417974,40.001717,1,1,0
97,2600,55,not share,6,bin he xi li ,116.34610900000001,39.756539000000004,2,1,1
98,3300,55,not share,21,yu qiao dong li ,116.698347,39.892326000000004,1,1,1
99,4200,44,not share,6,qing ta xiu yuan ,116.269851,39.897262,1,1,1
100,5800,69,not share,18,pan jia yuan dong li ,116.462185,39.884984,2,1,2
101,5000,47,not share,15,shang xian 6 hao ,116.596558,39.926521,1,1,0
102,4600,45,not share,6,yu hai yuan wu li ,116.264969,39.927867,1,1,1
103,3000,53,not share,7,shui jing yu ,116.267151,40.218077,1,1,0
104,4500,37,not share,6,shou kai shi liu pai ,116.42658600000001,39.852519,1,1,0
105,4500,68,not share,27,hua fu li yuan ,116.25791399999999,39.897113,1,1,1
106,5600,60,not share,28,yan qing yuan ,116.348101,40.040414,2,1,1
107,5650,50,not share,5,ma lian dao dong jie ,116.34166299999998,39.894172999999995,2,1,1
108,4500,65,not share,6,miao pu xi li ,116.40658799999999,39.849266,3,1,0
109,3900,45,not share,4,bei da de er li ,116.29085500000001,39.861841,1,1,1
110,6000,54,not share,6,an wai bei yuan 2 hao yuan ,116.427678,40.033369,2,1,1
111,3100,61,not share,6,cang shang xiao qu ,116.66014399999999,40.120667,1,1,1
112,4500,41,not share,18,nan san huan zhong lu 15 hao yuan ,116.423673,39.864377000000005,1,1,1
113,3000,76,not share,6,cang shang xiao qu ,116.66014399999999,40.120667,2,1,1
114,2700,54,not share,18,guang sha xin yuan ,116.66699399999999,40.12245,1,1,1
115,2600,45,not share,6,yi he nan lu 13 hao yuan ,116.21802199999999,39.763476000000004,1,1,0
116,4700,55,not share,6,cheng jian su she ,116.26324,39.89843,2,1,1
117,4100,50,not share,15,nan ting xin yuan bei qu ,116.37544399999999,39.812496,1,1,1
